,host_response_rate,host_acceptance_rate,property_type,room_type,accomodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,cancellation_policy,wireless_internet,smoke_detector,air_conditioning,heating,cable_tv,washer,dryer,family_kid_friendly,kitchen,free_parking,carbon_monoxide,pets_allowed,essentials,checkin_24hr,lock_on_bedroom_door,pool,hair_dryer,gym,wheelchair_accessible,iron,shampoo,hangers,first_aid_kit,elevator,comments
2073,100,67,1,1,2,1.0,0,1,1,195,500,0,0,5,100,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mary fait appel à un contractuel pour remettre les clés de l''appartement. Tout s''est déroulé tel que convenu dans notre cas. Nous avons adoré l''appartement: l''emplacement est idéal pour explorer la ville, près des transports en commun. L''ameublement et la décoration sont de très bon gout, la cuisine est utile (mais nous ne l''avons pas beaucoup utilisée), la salle de toilettes est de bonne grandeur et fonctionnelle, avec des robinets de douche comme je ne les avais jamais vus! Tout était impeccablement propre. Aucun problème avec la télévision et Internet. Fortement recommandé pour un séjour à Boston!"
2074,98,94,1,2,1,1.0,1,1,1,80,0,0,0,1,100,3,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,"This place is great! 
Great great location -- I stayed for 3 nights and every meal I could walk to chinatown and satisfy my cravings for legit Chinese food! Also it''s only 1min''s walk to Boston Common and AMC Loews, which is just great. 
Yes, sometimes it''s pretty loud out there, which is described pretty clear in listing description. If you are a light sleeper you might need to think twice. But as I am not a light sleeper and I was just so tired these days, I found that I slept just like a baby. 
Wentao is a great host! He''s very considerate, helpful, attentive, making sure everything went smoothly. It was such a pleasure to meet him! "
2075,80,67,6,2,2,1.0,1,1,1,160,0,0,0,21,83,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The room was just as pictured and our stay was very comfortable. The area is amazing and we could easily get in and out of the city in less than half an hour. Christiane was a little busy, so we were only able to get breakfast one of the three days, but there''s a nice cafe around the corner, so that wasn''t a big deal. "
2076,0,100,1,1,4,1.0,0,2,1,155,0,0,15,16,95,3,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,"Jessie''s Back Bay apartment was just as described, if not better. The apartment was cozy and perfect for two, and her little decorations make it feel even more homey. Even though we never met in person, she was extremely helpful from the moment she approved our visit. She was accommodating in every manner, even leaving a little basket of supplies for us upon our arrival. Whatever questions we had, Jessie always responded very promptly."
2077,100,100,5,3,1,1.0,1,1,3,67,0,0,0,14,93,2,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,The neighborhood was really beautiful and Chuhan made me feel convenient sobi won't be missing anything.
2078,100,94,1,1,2,2.0,1,1,1,60,0,0,0,38,82,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,Great host. 
2079,100,0,1,1,2,1.0,0,1,1,159,0,0,0,20,95,3,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,"We thoroughly enjoyed our stay in Boston and at Brians apartment. Check in and check out was very easy. We didn''t get to meet Brian but his directions to the apartment and communication was fantastic! The location was good, the apartment was only a short walk away from Fenway park, and cabs/ubers would meet us right near the apartment. Brian encouraged us to contact him if we had any questions or issues which was lovely (however we didn''t need to contact him as there were no issues). The apartment was perfect for our needs, clean and tidy, with a small kitchen, bathroom and comfortable bed; all private for our own use only. We read the reviews before we chose Brian, all of which were positive. We felt safe in the building and neighbourhood and would definately stay here again. "
2080,100,33,1,2,2,1.0,1,1,1,80,0,0,10,3,100,2,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,Accurate description. Lovely property. As described.
2081,90,92,1,2,2,1.0,1,1,1,80,0,0,0,12,98,2,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,Alison prepared us well for our arrival and made sure we had the information we needed. The place was clean and quiet and the neighborhood had good ammenities.
2082,100,100,1,2,2,1.0,1,1,1,75,0,0,15,131,98,3,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,"Big nice room with a nice bed + aircon. The rest of the house is furnished beautifully in the minimalist style. Located in a cool neighbourhood within a short distance of central Boston. 
Ray is a genial host and he was happy to receive us. 
Highly recommended"
2083,100,100,1,1,4,1.0,1,2,1,100,0,0,25,10,96,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,"I loved this little apartment and thought it was cuter in person compared to the photos. It was clean and had a very comfy bed.

It''s in a really great neighborhood across from a healthy grocery store, an urban outfitters and a Dunkin. Tons of eating/shopping options within a short walk and 1 block from the T.  "
2084,100,91,1,2,2,1.0,1,1,1,155,0,225,0,2,100,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"I never actually met Alicia, but she was responsive and helpful messaging through the AirBNB app.  Once I''d booked the room, she sent me the access codes for the door locks and I let myself in when I arrived.  The room itself is as-advertised - a small studio in a fantastic location.  Price was very reasonable for the area.  Everything worked fine in the unit.  No complaints on my end!"
2085,90,46,1,1,2,1.0,1,1,1,229,0,20,0,36,97,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,"Thanks to Brendan.The apartment was very nice, clean and quite. Also was close to every where. "
2086,96,95,1,1,2,1.0,0,1,1,119,0,15,0,80,83,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"My husband and I had a wonderful time in Bernie''s back bay apartment. It had everything we needed and was so close to nice shops, restaurants and the green T line. Will definitely recommend this place to friends and would stay here again. We arrived late at night which was no problem, and had no problem with keys at the end of stay. Thanks Bernie! "
2088,100,100,1,1,4,1.0,1,1,1,240,0,15,0,1,100,2,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"Great place in a fabulous neighborhood, Ruth was very welcoming and waited for us, despite a delayed train, to show us around. Amazing roof deck and quiet area across from a lovely park. Highly recommend."
2089,80,88,1,1,4,1.0,1,2,1,100,0,0,25,68,96,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,"Jim''s place was great! It was comfortable and in a location convenient to public transportation. Be aware that parking throughout this city is tough. Rely instead on the easy, inexpensive and accessible bus and train lines. We would definitely stay there again!"
2090,0,0,1,1,5,1.5,2,2,1,350,300,120,50,5,90,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,The reservation was canceled 5 days before arrival. This is an automated posting.
2091,100,100,1,1,4,1.0,1,2,1,146,0,0,0,1,100,2,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,"We really enjoyed our stay at Christian''s place - in a great residential neighborhood a block from the Charles River!  The proximity to the Harvard T stop and all of Cambridge''s great restaurants and shops was great.  Christian''s place was well equipped and had laundry right downstairs in the building.  Plenty of street parking too.  An older apartment, but very clean and tidy.  Has all the necessities you need including a stocked kitchen and wireless internet.  Great experience and we would certainly stay here again! "
2092,36,93,1,2,2,1.0,1,1,1,63,0,0,0,3,73,2,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,"The location of Ashley''s apartment was good. Nearest subway station is 7 minutes from the apartment and the neighborhood was safe. If cleanliness is extremely important to you then this place might not be the best option for you. Although we didn''t see her as much, Ashley was very nice and explained everything to us upon our arrival. "
2093,100,67,1,1,2,1.0,0,1,1,195,0,0,0,30,90,3,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,"Adams apartment was just as advertised.  I appreciated the good communication and easy entry upon arrival.  Apartment was clean and quiet, despite being on a busy street.  My only problem was the hot water failed in building one day, however the problem was resolved within 12 hours.  I would stay in the apartment again when visiting downtown Boston."
2094,100,67,1,1,2,1.0,0,1,1,229,0,0,0,16,94,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,We had a fantastic stay in Boston. The studio was perfect and really well equipped. Would definitely here stay again
2095,100,95,1,1,2,1.0,1,1,1,140,0,0,15,13,89,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,"Kevin''s place was perfect for our short trip to Boston. Great location, clean, and great size. Kevin was easy to communicate with for suggestions and anything else we needed. Would definitely stay again! "
2096,100,80,1,1,2,1.0,1,1,1,320,0,0,0,27,94,2,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,The host canceled this reservation the day before arrival. This is an automated posting.
2097,77,33,1,1,3,1.0,1,1,1,199,0,0,0,3,93,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,"My mom and I had a great stay at the apartment in Beacon Hill, it is central located and pretty easy to find! The apartment is exactly how it is pictured. A couple of things to note- we had a car and in the beacon hill area it is all permitted parking for residents. There is some metered parking and a parking garage near by but it''s pretty expensive. You wouldn''t need a car because everything is close by but we had driven up so we had to figure out parking. 

Also there for 3-4 steeper flights of stairs to go up so I wouldn''t recommend it for elderly or those with can''t walk.

Overall it was a good experience :) "
2099,100,50,1,1,2,1.0,0,1,1,115,0,0,20,4,100,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"Everything was great! Clean, great location, every amenity provided for, and steps away from everything you need. Will definitely visit again - hopefully this time next year!"
2100,40,100,1,2,1,1.0,1,1,1,65,0,0,0,1,100,2,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,"You will feel at ease at this place. Nice neighbourhood and close to public transport. Oscar is very welcoming, open, and accomodating to your schedule. "
2101,91,94,1,1,4,1.0,2,2,1,239,0,0,0,14,82,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"Inn Boston''s service is really nice and accommodate our special requirements. Really put their customers'' satisfactions at the first priority. The house is clean and tidy in the greatest location. The only thing is the apartment is in the basement and one bedroom is not exactly a bedroom, but Inn Boston helped us to change to the first floor unit which is better for my parents. "
2102,80,100,1,2,1,1.0,1,1,1,65,0,25,20,7,89,2,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Nathan was very accommodating and communicative throughout my stay. The street and neighborhood are quiet, and there are plenty of restaurants and bars just a few blocks away. The bed was comfortable, the house was clean, and my housemates were polite."
2105,67,100,1,3,1,1.0,1,1,1,22,0,0,0,1,60,2,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"A nice couch , I was able to do the laundry and a host is a really nice man with good room mates. "
2106,77,33,1,1,4,1.0,1,1,1,249,0,0,0,4,85,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"Great location in the Back Bay Area. The apartment was clean, quiet and very comfortable. A lovely, convenient choice!"
2107,100,100,2,1,6,2.5,4,4,1,199,0,0,30,1,100,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"Margaret''s house (and cat) are adorable. It was great for our group and her space is lovely. We would spend the day exploring Boston and the evenings enjoying the weather in her incredible backyard oasis. It was a lovely time, in a lovely house, with mornings of incredible eggs. Thanks!"
2108,100,87,1,2,2,1.0,1,1,1,85,0,0,0,12,97,2,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,"Ilya was so nice, welcoming host! We were so tired after the flight, but he made us to feel so comfortable! The room is really clean,  actually everywhere''s sooo clean!! Everything was in perfect condition. We were so happy. We had a really nice time there. It was a perfect choice to stay there! Now, Boston will be an amazing city in our mind! Thx for making our trip awesome! Thx for everything!!!"
2110,94,100,1,1,5,1.0,2,2,1,200,0,50,25,22,91,2,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Excellent space.  Charming porch. Parking is a real plus. Very nice hosts. 
2111,100,100,1,1,2,1.0,1,1,1,250,0,0,0,58,91,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"Great little place and great hosting from Karen! The apartment is in a great location, just off of Boston Common, and very close to downtown, only about 30 mins cab-ride from the airport. Cute decor, very clean, and everything I needed for a couple of days business trip. Karen was also very timely in contacting me with check in and check out details, and I had no problems with either. Very good experience!"
2112,91,94,1,1,2,1.0,1,1,1,229,0,0,0,8,80,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,"This is a great, mysterious old building in a residential/collegiate location and we sort of enjoyed our stay here. However, not as much as we had hoped. Our previous airbnb stays have been with privately managed units that included a few personal touches. These go a long way in creating a good experience. Inn Boston is apparently not of that mindset. We arrived late at night, and though I thought I had been proactive by grinding some coffee beans to bring so we could start our first day right, there was not a single coffee filter for the coffeemaker. (It also would have been nice to have a couple bottles of water in the fridge, but this was not entirely expected.) But how about no bar of soap or shower gel in the bathroom? I suppose we could have washed up with the dish soap from the kitchen, but instead we set out to find a market. Everything was closed except for a drugstore a long walk away, which did not have the coffee filters. And alas, two bath towels, one hand towel and one washcloth were not sufficient for two people over a three day stay.  Anyone planning to come here should expect to get their shins bruised on the hidden corners of the bed - more than once. And finally, if you are driving here you might want to bring your own pillows. Other than the management''s lack of attention to detail this could be a nice place to stay."
2113,100,97,1,1,5,1.5,2,3,1,250,0,0,50,56,95,3,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"I rented Steven''s apartment for my parents who travelled all the way from Romania to attend my Graduation. Because this was their first time in the US, I wanted a place that was spacious, had all the amenities and had shops/pharmacy/etc nearby. Steven''s place was perfect on all these dimensions and my parents had a great time. Steven was very thoughtful and gave us a very detailed tour of the apartment. On top of that, Steven was great in dealing with the fact that my parents don''t speak English and he helped them out whenever they needed him. All in all, I wholeheartedly recommend Steven''s place!"
